Ministries/Departments,Head Of Expenditure,Detailed Head Of Expenditure,Actual 2021-2022 Total,Budget 2022-2023 Total,Revised 2022-2023 Total,Budget 2023-2024 Total,Anomaly,Anomaly_Flag
Ministry of Parliamentary Affairs,Secretariat,Total Secretariat,24.32,26.4,25.96,25.0,1,Normal
Ministry of Parliamentary Affairs,National eVidhan Application,Total National eVidhan Application,24.47,40.0,40.0,38.0,1,Normal
Ministry of Parliamentary Affairs,Secretariat-General Services,Total Secretariat-General Services,48.79,66.4,65.96,59.0,1,Normal
Ministry of Parliamentary Affairs,Capital Outlay on Other Administrative Services,Total Capital Outlay on Other Administrative Services,0.0,0.0,0.0,4.0,1,Normal
"Ministry of Personnel, Public Grievances and Pensions",Secretariat,Total Secretariat,167.83,170.57,171.1,184.4,1,Normal
"Ministry of Personnel, Public Grievances and Pensions",Attached and Subordinate Offices,Total Attached and Subordinate Offices,1488.45,1477.96,1872.26,184.4,1,Normal
"Ministry of Personnel, Public Grievances and Pensions",Attached and Subordinate Offices,Central Bureau of Investigation,822.85,911.87,906.59,946.51,1,Normal
"Ministry of Personnel, Public Grievances and Pensions",Attached and Subordinate Offices,Staff Selection Commission,425.84,263.0,500.03,399.73,1,Normal
"Ministry of Personnel, Public Grievances and Pensions",Attached and Subordinate Offices,Central Administrative Tribunal,117.81,159.0,140.62,163.42,1,Normal
"Ministry of Personnel, Public Grievances and Pensions",Attached and Subordinate Offices,"Training Division, Institute of Secretariat Training & Management(ISTM) and Lal Bahadur Shastri National Academy of Administration(LBSNAA)",65.22,77.39,91.02,88.87,1,Normal
"Ministry of Personnel, Public Grievances and Pensions",Attached and Subordinate Offices,Central Information Commission(CIC) and Public Enterprises Selection Board(PESB),31.05,32.7,36.5,32.46,1,Normal
"Ministry of Personnel, Public Grievances and Pensions",Attached and Subordinate Offices,Lokpal,25.68,34.0,197.5,92.0,1,Normal
"Ministry of Personnel, Public Grievances and Pensions",Loans to All India Service(AIS) Officers,Total Loans to All India Service(AIS) Officers,1.65,2.0,2.0,2.0,1,Normal
"Ministry of Personnel, Public Grievances and Pensions",Training Schemes,Total Training Schemes,103.32,210.75,184.02,75.81,1,Normal
"Ministry of Personnel, Public Grievances and Pensions",National Programme for Civil Services Capacity Building,Total National Programme for Civil Services Capacity Building,0.0,0.0,0.0,105.69,1,Normal
"Ministry of Personnel, Public Grievances and Pensions",Administrative Reforms and Pensioners' Scheme,Total Administrative Reforms and Pensioners' Scheme,17.32,44.25,45.23,0.0,1,Normal
"Ministry of Personnel, Public Grievances and Pensions",Scheme for Administrative Reforms,Total Scheme for Administrative Reforms,0.0,0.0,0.0,21.75,1,Normal
"Ministry of Personnel, Public Grievances and Pensions",Pensioner's Portal,Total Pensioner's Portal,0.0,0.0,0.0,3.5,1,Normal
"Ministry of Personnel, Public Grievances and Pensions",Integrated Building for Institute of Secretariat Training and Management (ISTM) and other Institute of Department of Personnel and Training (DoPT),Total Integrated Building for Institute of Secretariat Training and Management (ISTM) and other Institute of Department of Personnel and Training (DoPT),0.0,0.0,0.0,20.0,1,Normal
"Ministry of Personnel, Public Grievances and Pensions",Indian Institute of Public Administration (IIPA) and National Centre for Good Governance(NCGG),Total Indian Institute of Public Administration (IIPA) and National Centre for Good Governance(NCGG),33.02,29.45,38.51,54.5,1,Normal
"Ministry of Personnel, Public Grievances and Pensions",Autonomous Bodies of DoPT,Total Autonomous Bodies of DoPT,63.17,399.2,4.25,14.1,1,Normal
"Ministry of Personnel, Public Grievances and Pensions",Right to Information( RTI),Total Right to Information( RTI),2.97,3.0,3.0,3.0,1,Normal
"Ministry of Personnel, Public Grievances and Pensions",Administration of Justice,Total Administration of Justice,113.61,134.0,127.71,141.78,1,Normal
"Ministry of Personnel, Public Grievances and Pensions",Public Service Commission,Total Public Service Commission,425.72,263.0,500.03,398.58,1,Normal
"Ministry of Personnel, Public Grievances and Pensions",Secretariat-General Services,Total Secretariat-General Services,229.08,569.77,175.35,184.4,1,Normal
"Ministry of Personnel, Public Grievances and Pensions",Police,Total Police,762.01,801.91,841.96,859.94,1,Normal
"Ministry of Personnel, Public Grievances and Pensions",Vigilance,Total Vigilance,15.68,24.0,22.04,20.83,1,Normal
"Ministry of Personnel, Public Grievances and Pensions",Other Administrative Services,Total Other Administrative Services,187.93,319.2,319.94,326.49,1,Normal
"Ministry of Personnel, Public Grievances and Pensions",Capital Outlay on Police,Total Capital Outlay on Police,60.51,109.96,64.63,70.14,1,Normal
"Ministry of Personnel, Public Grievances and Pensions",Capital Outlay on Public Works,Total Capital Outlay on Public Works,77.09,113.34,266.71,159.33,1,Normal
"Ministry of Personnel, Public Grievances and Pensions",Capital Outlay on Other Administrative Services,Total Capital Outlay on Other Administrative Services,0.0,0.0,0.0,39.21,1,Normal
"Ministry of Personnel, Public Grievances and Pensions",Capital Outlay on Miscellaneous General Services,Total Capital Outlay on Miscellaneous General Services,0.0,0.0,0.0,5.04,1,Normal
"Ministry of Personnel, Public Grievances and Pensions",Loans and Advances to State Governments,Total Loans and Advances to State Governments,1.65,2.0,2.0,2.0,1,Normal
Ministry of Petroleum and Natural Gas,Secretariat,Total Secretariat,36.86,49.16,49.16,52.88,1,Normal
Ministry of Petroleum and Natural Gas,Payment of differential royalty to State Governments,Total Payment of differential royalty to State Governments,0.88,1.11,1.11,0.0,1,Normal
Ministry of Petroleum and Natural Gas,Indian Strategic Petroleum Reserve Limited (ISPRL) Phase II (Construction of Cavems),Total Indian Strategic Petroleum Reserve Limited (ISPRL) Phase II (Construction of Cavems),210.0,600.0,40.01,508.0,1,Normal
Ministry of Petroleum and Natural Gas,Payment to Indian Strategic Petroleum Reserve Limited (ISPRL) for Crude Oil Reserve,Total Payment to Indian Strategic Petroleum Reserve Limited (ISPRL) for Crude Oil Reserve,0.0,0.0,0.0,5000.0,1,Normal
Ministry of Petroleum and Natural Gas,Payment to ISPRL for Strategic Crude Oil Reserve (O and M),Total Payment to ISPRL for Strategic Crude Oil Reserve (O and M),129.49,210.58,178.87,202.81,1,Normal
Ministry of Petroleum and Natural Gas,Pradhan Mantri JI-VAN Yojna,Total Pradhan Mantri JI-VAN Yojna,151.5,314.36,83.34,227.26,1,Normal
Ministry of Petroleum and Natural Gas,National Bio-Fuel Fund,Total National Bio-Fuel Fund,0.0,1.0,0.01,0.0,1,Normal
Ministry of Petroleum and Natural Gas,Direct Benefit Transfer - LPG,Total Direct Benefit Transfer - LPG,177.06,4000.0,180.0,180.0,1,Normal
Ministry of Petroleum and Natural Gas,LPG Connection to Poor Households,Total LPG Connection to Poor Households,1568.44,800.0,8010.0,0.01,1,Normal
Ministry of Petroleum and Natural Gas,Other subsidy payable including for North Eastern Region,Total Other subsidy payable including for North Eastern Region,391.0,811.0,811.0,1633.02,1,Normal
Ministry of Petroleum and Natural Gas,Feedstock Subsidy to BCPL/Assam Gas Cracker Complex,Total Feedstock Subsidy to BCPL/Assam Gas Cracker Complex,1042.92,137.5,137.5,392.06,1,Normal
Ministry of Petroleum and Natural Gas,Project Management Expenditure,Total Project Management Expenditure,241.65,64.0,32.0,52.0,1,Normal
Ministry of Petroleum and Natural Gas,Direct  Benefit Transfer- Kerosene,Total Direct  Benefit Transfer- Kerosene,1.53,0.0,0.0,0.0,1,Normal
Ministry of Petroleum and Natural Gas,Phulpur Dhamra Haldia Pipeline Project,Total Phulpur Dhamra Haldia Pipeline Project,589.55,0.0,0.0,0.0,1,Normal
Ministry of Petroleum and Natural Gas,Phulpur Dhamra Haldia Pipeline Project,Programme Component,589.55,0.0,0.0,0.0,1,Normal
Ministry of Petroleum and Natural Gas,National Seismic Programme,Total National Seismic Programme,137.31,0.0,0.0,0.0,1,Normal
Ministry of Petroleum and Natural Gas,Indradhanush Gas Grid Limited(IGGL)-part of the North East Natural Gas Pipeline Grid,Total Indradhanush Gas Grid Limited(IGGL)-part of the North East Natural Gas Pipeline Grid,850.0,1798.27,1798.27,0.0,1,Normal
Ministry of Petroleum and Natural Gas,Indradhanush Gas Grid Limited(IGGL)-part of the North East Natural Gas Pipeline Grid,Programme Component,850.0,1798.27,1798.27,1800.0,1,Normal
Ministry of Petroleum and Natural Gas,Numaligarh Refinery Expansion Project,Total Numaligarh Refinery Expansion Project,0.0,0.0,245.0,500.0,1,Normal
Ministry of Petroleum and Natural Gas,One-time Grant to PSU OMCs for under recoveries in Domestic LPG,Total One-time Grant to PSU OMCs for under recoveries in Domestic LPG,0.0,0.0,22000.0,0.0,1,Normal
Ministry of Petroleum and Natural Gas,Capital Support to Oil Marketing Companies,Total Capital Support to Oil Marketing Companies,0.0,0.0,0.0,30000.0,1,Normal
Ministry of Petroleum and Natural Gas,Scheme for promotion of flagging of merchant ships in India,Total Scheme for promotion of flagging of merchant ships in India,0.0,0.0,215.62,290.44,1,Normal
Ministry of Petroleum and Natural Gas,Indian Institute of Petroleum Energy,Total Indian Institute of Petroleum Energy,23.75,150.0,100.0,168.0,1,Normal
Ministry of Petroleum and Natural Gas,Society for Petroleum Laboratories,Total Society for Petroleum Laboratories,1.69,2.88,1.66,1.24,1,Normal
Ministry of Petroleum and Natural Gas,"Establishment of Rajiv Gandhi Institute of Petroleum And Technology (RGIPT), Assam","Total Establishment of Rajiv Gandhi Institute of Petroleum And Technology (RGIPT), Assam",100.0,0.0,0.0,0.0,1,Normal
Ministry of Petroleum and Natural Gas,"Establishment of Centre of Excellence for Energy, Bangalore","Total Establishment of Centre of Excellence for Energy, Bangalore",100.0,0.0,0.0,0.0,1,Normal
Ministry of Petroleum and Natural Gas,Petroleum,Total Petroleum,5368.58,8289.59,33577.65,5156.4,1,Normal
Ministry of Petroleum and Natural Gas,Industries,Total Industries,0.0,0.0,215.62,290.44,1,Normal
Ministry of Petroleum and Natural Gas,Secretariat-Economic Services,Total Secretariat-Economic Services,36.86,49.16,49.16,51.9,1,Normal
Ministry of Petroleum and Natural Gas,Capital Outlay on Petroleum,Total Capital Outlay on Petroleum,347.31,600.0,40.01,35508.0,1,Normal
Ministry of Petroleum and Natural Gas,Capital Outlay on Other General Economic Services,Total Capital Outlay on Other General Economic Services,0.0,0.0,0.0,0.98,1,Normal
Ministry of Petroleum and Natural Gas,Grants-in-aid to State Governments,Total Grants-in-aid to State Governments,0.88,1.11,1.11,0.0,1,Normal
Ministry of Petroleum and Natural Gas,Oil and Natural Gas Corporation Limited,Total Oil and Natural Gas Corporation Limited,27741.26,29950.0,29950.0,30125.0,1,Normal
Ministry of Petroleum and Natural Gas,Gas Authority of India Limited,Total Gas Authority of India Limited,7100.92,6594.79,6643.48,6002.49,1,Normal
Ministry of Petroleum and Natural Gas,Bharat Petroleum Corporation Limited,Total Bharat Petroleum Corporation Limited,1125.0,1380.0,2200.0,2360.0,1,Normal
Ministry of Petroleum and Natural Gas,Indian Oil Corporation Limited,Total Indian Oil Corporation Limited,1951.16,129.18,50.0,144.74,1,Normal
Ministry of Petroleum and Natural Gas,Oil India Limited,Total Oil India Limited,4366.52,4302.0,4389.0,4896.0,1,Normal
Ministry of Petroleum and Natural Gas,Oil Natural Gas Corporation Videsh Limited,Total Oil Natural Gas Corporation Videsh Limited,4680.74,8180.01,2907.09,3229.05,1,Normal
Ministry of Petroleum and Natural Gas,Indian Oil Corporation Limited,Total Indian Oil Corporation Limited,23807.79,23083.35,14061.95,25741.31,1,Normal
Ministry of Petroleum and Natural Gas,Hindustan Petroleum Corporation Limited,Total Hindustan Petroleum Corporation Limited,15489.29,14500.0,7163.0,10210.0,1,Normal
Ministry of Petroleum and Natural Gas,Bharat Petroleum Corporation Limited,Total Bharat Petroleum Corporation Limited,10735.16,8120.0,3800.0,7140.0,1,Normal
Ministry of Petroleum and Natural Gas,Chennai Petroleum Corporation Limited,Total Chennai Petroleum Corporation Limited,636.33,584.0,584.0,548.0,1,Normal
Ministry of Petroleum and Natural Gas,Numaligarh Refinery Limited,Total Numaligarh Refinery Limited,3605.41,6774.0,7045.0,8790.0,1,Normal
Ministry of Petroleum and Natural Gas,Mangalore Refineries and Petrochemicals Limited,Total Mangalore Refineries and Petrochemicals Limited,674.25,815.0,815.0,820.0,1,Normal
Ministry of Petroleum and Natural Gas,Indian Oil Corporation Limited,Total Indian Oil Corporation Limited,4632.2,5336.47,3017.96,4508.6,1,Normal
Ministry of Petroleum and Natural Gas,Gas Authority of India Limited,Total Gas Authority of India Limited,636.93,905.21,1274.52,1747.51,1,Normal
Ministry of Petroleum and Natural Gas,Bharat Petroleum Corporation Limited,Total Bharat Petroleum Corporation Limited,0.0,500.0,0.0,500.0,1,Normal
Ministry of Petroleum and Natural Gas,Balmer Lawrie and Company Limited,Total Balmer Lawrie and Company Limited,22.49,40.0,40.0,40.0,1,Normal
Ministry of Petroleum and Natural Gas,Engineers India Limited,Total Engineers India Limited,70.26,160.0,70.0,98.0,1,Normal
Ministry of Petroleum and Natural Gas,Capital Support to Oil Marketing Companies,Total Capital Support to Oil Marketing Companies,0.0,0.0,0.0,30000.0,1,Normal
Ministry of Planning,Secretariat,Total Secretariat,113.47,132.49,155.22,164.09,1,Normal
Ministry of Planning,Development Monitoring and Evaluation Office,Total Development Monitoring and Evaluation Office,15.73,17.0,17.0,17.0,1,Normal
Ministry of Planning,Atal Innovation Mission(AIM) including Self Employment and Talent Utilization (SETU),Total Atal Innovation Mission(AIM) including Self Employment and Talent Utilization (SETU),341.96,155.31,343.21,155.0,1,Normal
Ministry of Planning,Ongoing Programme and Schemes,Total Ongoing Programme and Schemes,584.39,6.75,4.3,4.0,1,Normal
Ministry of Planning,Official Development Assistance for Sustainable Development Goals (EAP Component),Total Official Development Assistance for Sustainable Development Goals (EAP Component),0.0,0.01,500.0,433.0,1,Normal
Ministry of Planning,State Support Mission,Total State Support Mission,0.0,0.0,0.5,40.0,1,Normal
Ministry of Planning,National Institute of Labour Economics Research and Development,Total National Institute of Labour Economics Research and Development,9.26,9.86,11.3,11.3,1,Normal
Ministry of Planning,Secretariat-Economic Services,Total Secretariat-Economic Services,113.31,132.49,155.22,156.74,1,Normal
Ministry of Planning,Other General Economic Services,Total Other General Economic Services,950.82,178.18,856.01,648.99,1,Normal
Ministry of Planning,Capital Outlay on Other General Economic Services,Total Capital Outlay on Other General Economic Services,0.0,10.75,20.3,18.66,1,Normal
"Ministry of Ports, Shipping and Waterways",Secretariat,Total Secretariat,48.7,80.0,72.0,80.0,1,Normal
"Ministry of Ports, Shipping and Waterways",Research and Development (Ports),Total Research and Development (Ports),1.0,1.0,1.0,1.03,1,Normal
"Ministry of Ports, Shipping and Waterways",Sagarmala,Total Sagarmala,455.56,412.79,512.79,1.03,1,Normal
"Ministry of Ports, Shipping and Waterways",Sagarmala,Sagarmala Schemes and Projects,355.56,412.79,412.79,360.0,1,Normal
"Ministry of Ports, Shipping and Waterways",Sagarmala,Sagarmala Development Company,100.0,0.0,100.0,90.0,1,Normal
"Ministry of Ports, Shipping and Waterways",Sagarmala,Transfer to Central Road and Infrastructure Fund (CRIF),100.0,0.0,0.0,0.0,1,Normal
"Ministry of Ports, Shipping and Waterways",Sagarmala,Met from CRIF,-100.0,0.0,0.0,0.0,1,Normal
"Ministry of Ports, Shipping and Waterways","Assistance to Ship Building, Research and Development","Total Assistance to Ship Building, Research and Development",104.91,112.0,104.0,112.0,1,Normal
"Ministry of Ports, Shipping and Waterways",Grants to Inland Water Transport Authority of India,Total Grants to Inland Water Transport Authority of India,4.14,20.0,10.0,15.0,1,Normal
"Ministry of Ports, Shipping and Waterways",IWAI Projects,Total IWAI Projects,76.5,76.5,0.0,15.0,1,Normal
"Ministry of Ports, Shipping and Waterways",IWAI Projects,Interest under EBR,76.5,76.5,0.0,0.0,1,Normal
"Ministry of Ports, Shipping and Waterways",Tariff Authority for Major Ports,Total Tariff Authority for Major Ports,6.66,11.0,9.5,10.5,1,Normal
"Ministry of Ports, Shipping and Waterways",Indian Maritime University,Total Indian Maritime University,1.0,1.0,62.46,87.85,1,Normal
"Ministry of Ports, Shipping and Waterways",Kolkata Port Trust,Total Kolkata Port Trust,183.0,195.1,195.1,250.1,1,Normal
"Ministry of Ports, Shipping and Waterways",Development of Minor Ports,Total Development of Minor Ports,63.94,75.7,69.82,69.63,1,Normal
"Ministry of Ports, Shipping and Waterways",Inland Water Transport Authority of India,Total Inland Water Transport Authority of India,467.54,544.31,610.54,69.63,1,Normal
"Ministry of Ports, Shipping and Waterways",Inland Water Transport Authority of India,Transfer to Central Road & infrastructure Fund (CRIF),0.0,100.0,0.0,0.0,1,Normal
"Ministry of Ports, Shipping and Waterways",Inland Water Transport Authority of India,IWAI Investment met from CRIF,0.0,-100.0,0.0,0.0,1,Normal
"Ministry of Ports, Shipping and Waterways",Inland Water Transport Authority of India,Investment,467.54,544.31,534.04,915.96,1,Normal
"Ministry of Ports, Shipping and Waterways",Inland Water Transport Authority of India,Interest under EBR,0.0,0.0,76.5,76.5,1,Normal
"Ministry of Ports, Shipping and Waterways",Shipping Corporation of India,Total Shipping Corporation of India,0.0,25.1,16.16,5.0,1,Normal
"Ministry of Ports, Shipping and Waterways",Directorate General of Shipping,Total Directorate General of Shipping,139.6,155.0,130.0,145.17,1,Normal
"Ministry of Ports, Shipping and Waterways",Directorate General of Lighthouses and Lightships,Total Directorate General of Lighthouses and Lightships,28.56,0.0,0.0,145.17,1,Normal
"Ministry of Ports, Shipping and Waterways",Directorate General of Lighthouses and Lightships,Director General of Lighthouses and Lightships,385.48,435.0,455.0,510.0,1,Normal
"Ministry of Ports, Shipping and Waterways",Directorate General of Lighthouses and Lightships,Recoveries,0.0,-75.0,-75.0,-130.0,1,Normal
"Ministry of Ports, Shipping and Waterways",Directorate General of Lighthouses and Lightships,Receipts,-356.92,-360.0,-380.0,-380.0,1,Normal
"Ministry of Ports, Shipping and Waterways",Industries,Total Industries,106.38,114.0,106.0,112.0,1,Normal
"Ministry of Ports, Shipping and Waterways",Ports and Light Houses,Total Ports and Light Houses,564.92,645.59,663.99,651.26,1,Normal
"Ministry of Ports, Shipping and Waterways",Shipping,Total Shipping,132.29,151.1,193.62,218.02,1,Normal
"Ministry of Ports, Shipping and Waterways",Inland Water Transport,Total Inland Water Transport,23.5,76.5,76.5,76.5,1,Normal
"Ministry of Ports, Shipping and Waterways",Secretariat-Economic Services,Total Secretariat-Economic Services,47.15,78.0,70.0,77.75,1,Normal
"Ministry of Ports, Shipping and Waterways",Capital Outlay on Ports and Light Houses,Total Capital Outlay on Ports and Light Houses,137.89,0.0,124.22,130.0,1,Normal
"Ministry of Ports, Shipping and Waterways",Capital Outlay on Shipping,Total Capital Outlay on Shipping,8.25,30.0,15.0,20.0,1,Normal
"Ministry of Ports, Shipping and Waterways",Capital Outlay on Inland Water Transport,Total Capital Outlay on Inland Water Transport,467.54,444.51,434.24,718.96,1,Normal
"Ministry of Ports, Shipping and Waterways",Capital Outlay on Other General Economic Services,Total Capital Outlay on Other General Economic Services,0.0,0.0,0.0,2.25,1,Normal
"Ministry of Ports, Shipping and Waterways",North Eastern Areas,Total North Eastern Areas,0.0,20.0,10.0,15.0,1,Normal
"Ministry of Ports, Shipping and Waterways",Grants-in-aid to State Governments,Total Grants-in-aid to State Governments,39.63,50.0,0.0,0.0,1,Normal
"Ministry of Ports, Shipping and Waterways",Capital Outlay on North Eastern Areas,Total Capital Outlay on North Eastern Areas,0.0,99.8,99.8,197.0,1,Normal
"Ministry of Ports, Shipping and Waterways",Cochin Port Trust,Total Cochin Port Trust,15.15,23.88,11.84,14.74,1,Normal
"Ministry of Ports, Shipping and Waterways",Pradip Port Trust,Total Pradip Port Trust,123.12,162.64,158.18,183.55,1,Normal
"Ministry of Ports, Shipping and Waterways",VoChidambaranar Port Trust,Total VoChidambaranar Port Trust,54.0,98.05,55.24,68.16,1,Normal
"Ministry of Ports, Shipping and Waterways",Jawaharlal Nehru Port Trust,Total Jawaharlal Nehru Port Trust,825.5,1868.92,700.93,712.01,1,Normal
"Ministry of Ports, Shipping and Waterways",New Mangalore Port Trust,Total New Mangalore Port Trust,12.14,18.54,18.2,18.66,1,Normal
"Ministry of Ports, Shipping and Waterways",Chennai Port Trust,Total Chennai Port Trust,32.17,40.31,40.37,58.3,1,Normal
"Ministry of Ports, Shipping and Waterways",Mumbai Port Trust,Total Mumbai Port Trust,199.46,261.2,170.15,287.74,1,Normal
"Ministry of Ports, Shipping and Waterways",Deendyal  Port Trust Kandla,Total Deendyal  Port Trust Kandla,521.9,726.01,651.73,931.9,1,Normal
"Ministry of Ports, Shipping and Waterways",Mormugao Port Trust,Total Mormugao Port Trust,5.83,84.38,34.32,88.12,1,Normal
"Ministry of Ports, Shipping and Waterways",Visakapatnam Port Trust,Total Visakapatnam Port Trust,237.4,207.99,155.39,337.69,1,Normal
"Ministry of Ports, Shipping and Waterways",Kamarajar Port Trust,Total Kamarajar Port Trust,153.71,250.0,275.0,310.0,1,Normal
"Ministry of Ports, Shipping and Waterways",Inland Waterway Authority of India,Total Inland Waterway Authority of India,0.0,544.31,534.04,915.96,1,Normal
"Ministry of Ports, Shipping and Waterways",Cochin Shipyard Limited,Total Cochin Shipyard Limited,227.81,400.0,290.0,300.0,1,Normal
"Ministry of Ports, Shipping and Waterways",Shipping Corporation of India,Total Shipping Corporation of India,492.23,80.0,330.0,80.0,1,Normal
"Ministry of Ports, Shipping and Waterways",Syama Prasad Mookerjee Port Kolkata,Total Syama Prasad Mookerjee Port Kolkata,264.19,238.41,222.74,242.34,1,Normal
"Ministry of Ports, Shipping and Waterways",Sagarmala Development Company,Total Sagarmala Development Company,0.0,0.0,100.0,90.0,1,Normal
Ministry of Power,Secretariat,Total Secretariat,45.57,56.0,53.71,60.72,1,Normal
Ministry of Power,Statutory Authorities,Total Statutory Authorities,44.18,175.79,173.98,60.72,1,Normal
Ministry of Power,Statutory Authorities,Central Electricity Authority,113.64,121.0,121.0,135.04,1,Normal
Ministry of Power,Statutory Authorities,Setting up of Joint Electricity Regulatory Commission (JERC) for UTs and Goa,11.22,13.49,13.49,13.5,1,Normal
Ministry of Power,Statutory Authorities,Appellate Tribunal for Electricity,22.38,41.3,39.49,40.66,1,Normal
Ministry of Power,Statutory Authorities,Central Electricity Regulatory Commission (CERC) Fund,67.0,205.0,135.0,140.0,1,Normal
Ministry of Power,Statutory Authorities,Less- Amount met from  CERC Fund,-170.06,-205.0,-135.0,-140.0,1,Normal
Ministry of Power,Energy Conservation Schemes,Total Energy Conservation Schemes,40.0,60.0,30.0,-140.0,1,Normal
Ministry of Power,Energy Conservation Schemes,Energy Conservation,40.0,60.0,30.0,30.9,1,Normal
Ministry of Power,Deen Dayal Upadhyaya Gram Jyoti Yojna,Total Deen Dayal Upadhyaya Gram Jyoti Yojna,4655.23,0.0,0.0,0.0,1,Normal
Ministry of Power,Integrated Power Development Scheme,Total Integrated Power Development Scheme,8468.64,0.0,0.0,0.0,1,Normal
Ministry of Power,Integrated Power Development Scheme,Transfer to Central Road and Infrastructure Fund (CRIF),5300.0,0.0,0.0,0.0,1,Normal
Ministry of Power,Integrated Power Development Scheme,IPDS-Grant,2405.53,0.0,0.0,0.0,1,Normal
Ministry of Power,Integrated Power Development Scheme,IPDS-Loans,2315.95,0.0,0.0,0.0,1,Normal
Ministry of Power,Integrated Power Development Scheme,Less- Amount Met from Central Road and Infrastructure Fund (CRIF),-1552.84,0.0,0.0,0.0,1,Normal
Ministry of Power,Strengthening of Power Systems,Total Strengthening of Power Systems,3295.41,2975.73,2743.16,0.0,1,Normal
Ministry of Power,Strengthening of Power Systems,Smart Grids,2.24,35.73,28.56,14.62,1,Normal
Ministry of Power,Strengthening of Power Systems,Green Energy Corridors,18.16,13.11,13.11,1.0,1,Normal
Ministry of Power,Strengthening of Power Systems,Interest Subsidy to National Electricity Fund,1000.0,582.89,582.89,500.0,1,Normal
Ministry of Power,Strengthening of Power Systems,Power System Improvement in North Eastern States excluding Arunachal Pradesh and Sikkim (Program Component),380.0,371.0,523.0,517.05,1,Normal
Ministry of Power,Strengthening of Power Systems,Power System Improvement in North Eastern States excluding Arunachal Pradesh and Sikkim (EAP Component),295.01,273.0,450.0,469.95,1,Normal
Ministry of Power,Strengthening of Power Systems,Strengthening of Transmission System in the States of Arunachal Pradesh and Sikkim,1600.0,1700.0,1145.6,1400.0,1,Normal
Ministry of Power,Power System Development Fund,Total Power System Development Fund,771.71,604.48,800.0,1400.0,1,Normal
Ministry of Power,Power System Development Fund,Transfer to Power System Development Fund (PSDF),0.0,604.48,800.0,1000.0,1,Normal
Ministry of Power,Power System Development Fund,Scheme for Power System Development,320.54,151.86,347.38,547.38,1,Normal
Ministry of Power,Power System Development Fund,Payment of interest for loan,451.17,452.62,452.62,452.62,1,Normal
Ministry of Power,Power System Development Fund,Less-Amount met from Power System Development Fund,0.0,-604.48,-800.0,-1000.0,1,Normal
Ministry of Power,Reform Linked Distribution Scheme,Total Reform Linked Distribution Scheme,814.0,7565.59,6000.0,-1000.0,1,Normal
Ministry of Power,Reform Linked Distribution Scheme,Transfer to Central Road and Infrastructure Fund (CRIF),0.0,1550.0,0.0,0.0,1,Normal
Ministry of Power,Reform Linked Distribution Scheme,Reform Linked Distribution Scheme,814.0,7565.59,6000.0,12071.6,1,Normal
Ministry of Power,Reform Linked Distribution Scheme,Less - Amount met from Central Road and Infrastructure Fund (CRIF),0.0,-1550.0,0.0,0.0,1,Normal
Ministry of Power,Scheme for Promoting Energy Efficiency activities in different sectors of Indian Economy,Total Scheme for Promoting Energy Efficiency activities in different sectors of Indian Economy,0.0,0.0,0.0,103.8,1,Normal
Ministry of Power,Training and Research,Total Training and Research,136.07,352.77,235.0,103.8,1,Normal
Ministry of Power,Training and Research,Central Power Research Institute,120.0,302.77,205.0,208.0,1,Normal
Ministry of Power,Training and Research,National Power Training Institute,16.07,50.0,30.0,35.0,1,Normal
Ministry of Power,Conservation and Energy Efficiency,Total Conservation and Energy Efficiency,115.82,150.0,115.0,35.0,1,Normal
Ministry of Power,Conservation and Energy Efficiency,Bureau of Energy Efficiency (Program Component),115.82,148.0,113.0,0.0,1,Normal
Ministry of Power,Conservation and Energy Efficiency,Bureau of Energy Efficiency (EAP Component),0.0,2.0,2.0,0.0,1,Normal
Ministry of Power,Assistance to CPSUs,Total Assistance to CPSUs,3170.32,3980.28,2907.56,0.0,1,Normal
Ministry of Power,Assistance to CPSUs,Central Assistance for Pakul Dul HEP under J and K PMDP 2015 as grant to Chenab Valley Power Projects Private Limited (CVPPPL),763.99,1455.98,424.92,1448.0,1,Normal
Ministry of Power,Assistance to CPSUs,GoI fully serviced bond issue expenditure and interest (PFC bonds),376.39,376.4,376.4,376.4,1,Normal
Ministry of Power,Assistance to CPSUs,GoI fully serviced bond issue expenditure and interest (REC Bonds),1944.63,1986.52,1944.86,1945.56,1,Normal
Ministry of Power,Assistance to CPSUs,Reimbursement of Claim for any expenditure already incurred by NTPC on Lohari Nagpala Hydro Power,11.24,104.4,104.4,104.4,1,Normal
Ministry of Power,Assistance to CPSUs,Grant towards cost of downstream protection work of Subansiri Lower Project (NHPC),74.07,56.98,56.98,56.98,1,Normal
Ministry of Power,"Advance Ultra Super Critical plant in Sipat, Chattisgarh","Total Advance Ultra Super Critical plant in Sipat, Chattisgarh",0.0,0.01,0.01,0.01,1,Normal
Ministry of Power,Payment to SDMC- Badarpur Thermal Power Station,Total Payment to SDMC- Badarpur Thermal Power Station,16.08,16.08,16.08,16.08,1,Normal
Ministry of Power,Support for cost of enabling infrastructure i.e Roads/ Bridge etc,Total Support for cost of enabling infrastructure i.e Roads/ Bridge etc,10.0,0.0,10.0,10.0,1,Normal
Ministry of Power,Support for flood moderation storage- Hydro electric projects,Total Support for flood moderation storage- Hydro electric projects,0.0,0.0,0.01,0.01,1,Normal
